strain,country
EPI_ISL_3190055,Europe / Spain
EPI_ISL_582844,Europe / Spain
EPI_ISL_534212,Europe / Latvia
EPI_ISL_738124,Europe / Italy
EPI_ISL_2404961,Europe / Spain
EPI_ISL_2404972,Europe / Spain
EPI_ISL_738122,Europe / Italy
EPI_ISL_541936,Europe / Spain
EPI_ISL_2404964,Europe / Spain
EPI_ISL_609993,Europe / Italy
EPI_ISL_692759,Europe / France
EPI_ISL_1272528,Europe / Spain
EPI_ISL_2404967,Europe / Spain
EPI_ISL_2404968,Europe / Spain
EPI_ISL_2404969,Europe / Spain
EPI_ISL_2404971,Europe / Spain
EPI_ISL_965783,Europe / Netherlands
EPI_ISL_977174,Europe / Italy
EPI_ISL_540136,Wales
EPI_ISL_539368,Europe / Switzerland
EPI_ISL_539384,Europe / Switzerland
EPI_ISL_2404962,Europe / Spain
EPI_ISL_977173,Europe / Italy
EPI_ISL_937091,North America / USA
EPI_ISL_539389,Europe / Switzerland
EPI_ISL_615993,Europe / Denmark
EPI_ISL_541838,Scotland
EPI_ISL_1532794,Europe / Spain
EPI_ISL_960057,Europe / Germany
EPI_ISL_539392,Europe / Switzerland
EPI_ISL_539382,Europe / Switzerland
EPI_ISL_824474,Europe / Spain
EPI_ISL_529686,Scotland
EPI_ISL_568367,Scotland
EPI_ISL_534211,Europe / Latvia
EPI_ISL_541833,Wales
EPI_ISL_552441,Wales
EPI_ISL_949212,Europe / Spain
EPI_ISL_534210,Europe / Latvia
EPI_ISL_552278,Wales
EPI_ISL_1855006,Europe / Italy
EPI_ISL_539403,Europe / Switzerland
EPI_ISL_541939,Europe / Spain
EPI_ISL_541938,Europe / Spain
EPI_ISL_539905,Scotland
EPI_ISL_2415529,Europe / Denmark
EPI_ISL_539387,Europe / Switzerland
EPI_ISL_615998,Europe / Denmark
EPI_ISL_568445,Scotland
EPI_ISL_2017527,Europe / Spain
EPI_ISL_593889,Europe / France
EPI_ISL_552408,Wales
EPI_ISL_622683,Europe / Denmark
EPI_ISL_828638,Europe / Iceland
EPI_ISL_540108,Scotland
EPI_ISL_824473,Europe / Spain
EPI_ISL_539417,Europe / Switzerland
EPI_ISL_788973,Europe / Italy
EPI_ISL_949228,Europe / Spain
EPI_ISL_616766,Europe / Denmark
EPI_ISL_3233541,Europe / Spain
EPI_ISL_616764,Europe / Denmark
EPI_ISL_622687,Europe / Denmark
EPI_ISL_616765,Europe / Denmark
EPI_ISL_616713,Europe / Denmark
EPI_ISL_1181294,Europe / Germany
EPI_ISL_622684,Europe / Denmark
EPI_ISL_616581,Europe / Denmark
EPI_ISL_616585,Europe / Denmark
EPI_ISL_622685,Europe / Denmark
EPI_ISL_574786,Europe / Netherlands
EPI_ISL_622686,Europe / Denmark
EPI_ISL_540138,Scotland
EPI_ISL_1498983,Europe / Slovenia
EPI_ISL_616747,Europe / Denmark
EPI_ISL_616901,Europe / Denmark
EPI_ISL_616786,Europe / Denmark
EPI_ISL_616787,Europe / Denmark
EPI_ISL_616840,Europe / Denmark
EPI_ISL_616789,Europe / Denmark
EPI_ISL_616803,Europe / Denmark
EPI_ISL_831090,Europe / Spain
EPI_ISL_616818,Europe / Denmark
EPI_ISL_616888,Europe / Denmark
EPI_ISL_616793,Europe / Denmark
EPI_ISL_616806,Europe / Denmark
EPI_ISL_616781,Europe / Denmark
EPI_ISL_616792,Europe / Denmark
EPI_ISL_616794,Europe / Denmark
EPI_ISL_616799,Europe / Denmark
EPI_ISL_3233532,Europe / Spain
EPI_ISL_577926,Europe / Netherlands
EPI_ISL_616889,Europe / Denmark
EPI_ISL_616673,Europe / Denmark
EPI_ISL_552417,Wales
EPI_ISL_616801,Europe / Denmark
EPI_ISL_616797,Europe / Denmark
EPI_ISL_824472,Europe / Spain
EPI_ISL_574788,Europe / Netherlands
EPI_ISL_616798,Europe / Denmark
EPI_ISL_616667,Europe / Denmark
EPI_ISL_616607,Europe / Denmark
EPI_ISL_616568,Europe / Denmark
EPI_ISL_534213,Europe / Latvia
EPI_ISL_616626,Europe / Denmark
EPI_ISL_616868,Europe / Denmark
EPI_ISL_616821,Europe / Denmark
EPI_ISL_824471,Europe / Spain
EPI_ISL_529716,Wales
EPI_ISL_7671729,Europe / Italy
EPI_ISL_1015291,Europe / France
EPI_ISL_3233533,Europe / Spain
EPI_ISL_529706,Wales
EPI_ISL_802200,North America / USA
EPI_ISL_824476,Europe / Spain
EPI_ISL_551585,Wales
EPI_ISL_551584,Wales
EPI_ISL_534215,Europe / Latvia
EPI_ISL_552385,Wales
EPI_ISL_534216,Europe / Latvia
EPI_ISL_3233538,Europe / Spain
EPI_ISL_582826,Europe / Spain
EPI_ISL_824475,Europe / Spain
EPI_ISL_3233536,Europe / Spain
EPI_ISL_534218,Europe / Latvia
EPI_ISL_3233539,Europe / Spain
EPI_ISL_568459,Scotland
EPI_ISL_3233534,Europe / Spain
EPI_ISL_871991,Europe / Spain
EPI_ISL_551716,Wales
EPI_ISL_552212,Wales
EPI_ISL_534214,Europe / Latvia
EPI_ISL_551603,Wales
EPI_ISL_551624,Wales
EPI_ISL_551696,Wales
EPI_ISL_577889,Europe / Netherlands
EPI_ISL_3233535,Europe / Spain
EPI_ISL_3233540,Europe / Spain
EPI_ISL_529687,Scotland
EPI_ISL_577887,Europe / Netherlands
EPI_ISL_539437,Europe / Switzerland
EPI_ISL_577931,Europe / Netherlands
EPI_ISL_568438,Scotland
EPI_ISL_577929,Europe / Netherlands
EPI_ISL_539435,Europe / Switzerland
EPI_ISL_738130,Europe / Italy
EPI_ISL_539443,Europe / Switzerland
EPI_ISL_1181309,Europe / Germany
EPI_ISL_552414,Wales
EPI_ISL_1855007,Europe / Italy
EPI_ISL_534219,Europe / Latvia
EPI_ISL_534220,Europe / Latvia
EPI_ISL_551627,Wales
EPI_ISL_539405,Europe / Switzerland
EPI_ISL_551649,Wales
EPI_ISL_654368,Europe / Spain
EPI_ISL_540134,Scotland
EPI_ISL_539440,Europe / Switzerland
EPI_ISL_644453,Europe / France
EPI_ISL_602153,Wales
EPI_ISL_644452,Europe / France
EPI_ISL_691726,Europe / Spain
EPI_ISL_552058,Wales
EPI_ISL_552182,Wales
EPI_ISL_1855010,Europe / Italy
EPI_ISL_539459,Europe / Switzerland
EPI_ISL_1855009,Europe / Italy
EPI_ISL_1855008,Europe / Italy
EPI_ISL_568354,Scotland
EPI_ISL_960054,Europe / Germany
EPI_ISL_960052,Europe / Germany
EPI_ISL_577847,Europe / Netherlands
EPI_ISL_577899,Europe / Netherlands
EPI_ISL_550726,Wales
EPI_ISL_1179766,Europe / Spain
EPI_ISL_691724,Europe / Spain
EPI_ISL_691725,Europe / Spain
EPI_ISL_691723,Europe / Spain
EPI_ISL_691727,Europe / Spain
EPI_ISL_581985,Europe / Switzerland
EPI_ISL_539432,Europe / Switzerland
EPI_ISL_691728,Europe / Spain
EPI_ISL_539423,Europe / Switzerland
EPI_ISL_2020642,Europe / Italy
EPI_ISL_539422,Europe / Switzerland
EPI_ISL_539430,Europe / Switzerland
EPI_ISL_568329,Scotland
EPI_ISL_738131,Europe / Italy
EPI_ISL_539421,Europe / Switzerland
EPI_ISL_654346,Europe / Spain
EPI_ISL_539957,Scotland
EPI_ISL_540008,Scotland
EPI_ISL_568350,Scotland
EPI_ISL_534444,Scotland
EPI_ISL_534439,Scotland
EPI_ISL_534443,Scotland
EPI_ISL_534442,Scotland
EPI_ISL_534440,Scotland
EPI_ISL_552040,Wales
EPI_ISL_960055,Europe / Germany
EPI_ISL_751341,Europe / Italy
EPI_ISL_1692823,Europe / Italy
EPI_ISL_3527832,Europe / Italy
EPI_ISL_871992,Europe / Spain
EPI_ISL_2017559,Europe / Spain
EPI_ISL_568314,Scotland
EPI_ISL_551938,Wales
EPI_ISL_568388,Scotland
EPI_ISL_568359,Scotland
EPI_ISL_568326,Scotland
EPI_ISL_568357,Scotland
EPI_ISL_552002,Wales
EPI_ISL_582841,Europe / Sweden
EPI_ISL_534441,Scotland
EPI_ISL_871993,Europe / Spain
EPI_ISL_551841,Wales
EPI_ISL_615113,Europe / Sweden
EPI_ISL_582827,Europe / Spain
EPI_ISL_539458,Europe / Switzerland
EPI_ISL_3233561,Europe / Spain
EPI_ISL_552132,Wales
EPI_ISL_539454,Europe / Switzerland
EPI_ISL_568334,Scotland
EPI_ISL_539457,Europe / Switzerland
EPI_ISL_568348,Scotland
EPI_ISL_540894,Wales
EPI_ISL_568339,Scotland
EPI_ISL_568349,Scotland
EPI_ISL_568342,Scotland
EPI_ISL_560306,Wales
EPI_ISL_568333,Scotland
EPI_ISL_539478,Europe / Switzerland
EPI_ISL_830379,Europe / Iceland
EPI_ISL_540368,Scotland
EPI_ISL_540895,Wales
EPI_ISL_540413,Scotland
EPI_ISL_539480,Europe / Switzerland
EPI_ISL_540110,Scotland
EPI_ISL_539980,Scotland
EPI_ISL_3233557,Europe / Spain
EPI_ISL_539467,Europe / Switzerland
EPI_ISL_539477,Europe / Switzerland
EPI_ISL_539481,Europe / Switzerland
EPI_ISL_539460,Europe / Switzerland
EPI_ISL_539482,Europe / Switzerland
EPI_ISL_540356,Scotland
EPI_ISL_541413,Europe / Switzerland
EPI_ISL_1498997,Europe / Slovenia
EPI_ISL_3233560,Europe / Spain
EPI_ISL_541438,Europe / Switzerland
EPI_ISL_3233556,Europe / Spain
EPI_ISL_568447,Scotland
EPI_ISL_3233559,Europe / Spain
EPI_ISL_2603237,Europe / Spain
EPI_ISL_960050,Europe / Germany
EPI_ISL_1129518,Europe / Switzerland
EPI_ISL_960048,Europe / Germany
EPI_ISL_568444,Scotland
EPI_ISL_559991,Scotland
EPI_ISL_559994,Scotland
EPI_ISL_568462,Scotland
EPI_ISL_568456,Scotland
EPI_ISL_751344,Europe / Italy
EPI_ISL_751335,Europe / Italy
EPI_ISL_568440,Scotland
EPI_ISL_654281,Europe / Spain
EPI_ISL_568437,Scotland
EPI_ISL_2017509,Europe / Spain
EPI_ISL_540372,Scotland
EPI_ISL_540355,Scotland
EPI_ISL_540044,Scotland
EPI_ISL_573774,Scotland
EPI_ISL_3233562,Europe / Spain
EPI_ISL_3233565,Europe / Spain
EPI_ISL_644470,Europe / France
EPI_ISL_3233563,Europe / Spain
EPI_ISL_539928,Scotland
EPI_ISL_683634,Europe / Spain
EPI_ISL_540778,Scotland
EPI_ISL_3233564,Europe / Spain
EPI_ISL_541527,Europe / Switzerland
EPI_ISL_654370,Europe / Spain
EPI_ISL_540382,Scotland
EPI_ISL_732810,Europe / Spain
EPI_ISL_541500,Europe / Switzerland
EPI_ISL_722815,Europe / Netherlands
EPI_ISL_540377,Scotland
EPI_ISL_540386,Scotland
EPI_ISL_540777,Scotland
EPI_ISL_872012,Europe / Italy
EPI_ISL_540367,Scotland
EPI_ISL_541528,Europe / Switzerland
EPI_ISL_540381,Scotland
EPI_ISL_535106,Scotland
EPI_ISL_568431,Scotland
EPI_ISL_529708,Wales
EPI_ISL_732767,Europe / Spain
EPI_ISL_540834,Scotland
EPI_ISL_540835,Scotland
EPI_ISL_534446,Scotland
EPI_ISL_535119,Scotland
EPI_ISL_559987,Scotland
EPI_ISL_540827,Scotland
EPI_ISL_788959,Europe / Italy
EPI_ISL_550319,Wales
EPI_ISL_837269,Europe / Italy
EPI_ISL_541499,Europe / Switzerland
EPI_ISL_530386,Scotland
EPI_ISL_530361,Scotland
EPI_ISL_654364,Europe / Spain
EPI_ISL_530366,Scotland
EPI_ISL_540376,Scotland
EPI_ISL_1499002,Europe / Slovenia
EPI_ISL_535114,Scotland
EPI_ISL_540343,Scotland
EPI_ISL_535116,Scotland
EPI_ISL_1130124,Europe / Switzerland
EPI_ISL_535102,Scotland
EPI_ISL_602147,Wales
EPI_ISL_540406,Scotland
EPI_ISL_540362,Scotland
EPI_ISL_540856,Scotland
EPI_ISL_535103,Scotland
EPI_ISL_559989,Scotland
EPI_ISL_535124,Scotland
EPI_ISL_541439,Europe / Switzerland
EPI_ISL_535127,Scotland
EPI_ISL_568443,Scotland
EPI_ISL_535130,Scotland
EPI_ISL_535122,Scotland
EPI_ISL_535128,Scotland
EPI_ISL_550364,Wales
EPI_ISL_1855012,Europe / Italy
EPI_ISL_535105,Scotland
EPI_ISL_535117,Scotland
EPI_ISL_568442,Scotland
EPI_ISL_535118,Scotland
EPI_ISL_535113,Scotland
EPI_ISL_541529,Europe / Switzerland
EPI_ISL_535112,Scotland
EPI_ISL_549821,Wales
EPI_ISL_535146,Scotland
EPI_ISL_560002,Scotland
EPI_ISL_549863,Wales
EPI_ISL_577905,Europe / Netherlands
EPI_ISL_559996,Scotland
EPI_ISL_549940,Wales
EPI_ISL_541941,Europe / Spain
EPI_ISL_541442,Europe / Switzerland
EPI_ISL_559997,Scotland
EPI_ISL_2285126,Europe / Spain
EPI_ISL_568306,Scotland
EPI_ISL_541538,Europe / Switzerland
EPI_ISL_654519,Europe / Spain
EPI_ISL_738132,Europe / Italy
EPI_ISL_540010,Scotland
EPI_ISL_960043,Europe / Germany
EPI_ISL_540864,Scotland
EPI_ISL_559995,Scotland
EPI_ISL_534447,Scotland
EPI_ISL_540863,Scotland
EPI_ISL_949215,Europe / Spain
EPI_ISL_540779,Scotland
EPI_ISL_535152,Scotland
EPI_ISL_535150,Scotland
EPI_ISL_535145,Scotland
EPI_ISL_535141,Scotland
EPI_ISL_535144,Scotland
EPI_ISL_535149,Scotland
EPI_ISL_541462,Europe / Switzerland
EPI_ISL_550826,Wales
EPI_ISL_535134,Scotland
EPI_ISL_539939,Scotland
EPI_ISL_616883,Europe / Denmark
EPI_ISL_2790882,Europe / France
EPI_ISL_550551,Wales
EPI_ISL_613550,Europe / France
EPI_ISL_541536,Europe / Switzerland
EPI_ISL_541506,Europe / Switzerland
EPI_ISL_593932,Europe / France
EPI_ISL_616842,Europe / Denmark
EPI_ISL_3233558,Europe / Spain
EPI_ISL_541503,Europe / Switzerland
EPI_ISL_550673,Wales
EPI_ISL_837271,Europe / Italy
EPI_ISL_615509,Europe / Denmark
EPI_ISL_550846,Wales
EPI_ISL_615571,Europe / Denmark
EPI_ISL_616835,Europe / Denmark
EPI_ISL_616401,Europe / Denmark
EPI_ISL_622697,Europe / Denmark
EPI_ISL_615497,Europe / Denmark
EPI_ISL_541535,Europe / Switzerland
EPI_ISL_616899,Europe / Denmark
EPI_ISL_616875,Europe / Denmark
EPI_ISL_541505,Europe / Switzerland
EPI_ISL_541463,Europe / Switzerland
EPI_ISL_616001,Europe / Denmark
EPI_ISL_616850,Europe / Denmark
EPI_ISL_616903,Europe / Denmark
EPI_ISL_550834,Wales
EPI_ISL_541504,Europe / Switzerland
EPI_ISL_538552,Europe / Spain
EPI_ISL_616898,Europe / Denmark
EPI_ISL_615914,Europe / Denmark
EPI_ISL_616833,Europe / Denmark
EPI_ISL_1195574,Europe / Spain
EPI_ISL_550575,Wales
EPI_ISL_616059,Europe / Denmark
EPI_ISL_616057,Europe / Denmark
EPI_ISL_616225,Europe / Denmark
EPI_ISL_573773,Scotland
EPI_ISL_616109,Europe / Denmark
EPI_ISL_616052,Europe / Denmark
EPI_ISL_824480,Europe / Spain
EPI_ISL_616228,Europe / Denmark
EPI_ISL_616221,Europe / Denmark
EPI_ISL_616053,Europe / Denmark
EPI_ISL_616160,Europe / Denmark
EPI_ISL_616226,Europe / Denmark
EPI_ISL_616224,Europe / Denmark
EPI_ISL_616178,Europe / Denmark
EPI_ISL_824481,Europe / Spain
EPI_ISL_616005,Europe / Denmark
EPI_ISL_616111,Europe / Denmark
EPI_ISL_616009,Europe / Denmark
EPI_ISL_616132,Europe / Denmark
EPI_ISL_616125,Europe / Denmark
EPI_ISL_616253,Europe / Denmark
EPI_ISL_615965,Europe / Denmark
EPI_ISL_616131,Europe / Denmark
EPI_ISL_616130,Europe / Denmark
EPI_ISL_540825,Scotland
EPI_ISL_540839,Scotland
EPI_ISL_615985,Europe / Denmark
EPI_ISL_616035,Europe / Denmark
EPI_ISL_616039,Europe / Denmark
EPI_ISL_616223,Europe / Denmark
EPI_ISL_616032,Europe / Denmark
EPI_ISL_615992,Europe / Denmark
EPI_ISL_616031,Europe / Denmark
EPI_ISL_616158,Europe / Denmark
EPI_ISL_540784,Scotland
EPI_ISL_616157,Europe / Denmark
EPI_ISL_615981,Europe / Denmark
EPI_ISL_616045,Europe / Denmark
EPI_ISL_616058,Europe / Denmark
EPI_ISL_616168,Europe / Denmark
EPI_ISL_616167,Europe / Denmark
EPI_ISL_616043,Europe / Denmark
EPI_ISL_540861,Scotland
EPI_ISL_540866,Scotland
EPI_ISL_616086,Europe / Denmark
EPI_ISL_540852,Scotland
EPI_ISL_540840,Scotland
EPI_ISL_540855,Scotland
EPI_ISL_540844,Scotland
EPI_ISL_540846,Scotland
EPI_ISL_540832,Scotland
EPI_ISL_622738,Europe / Denmark
EPI_ISL_616145,Europe / Denmark
EPI_ISL_616014,Europe / Denmark
EPI_ISL_615413,Europe / Denmark
EPI_ISL_615417,Europe / Denmark
EPI_ISL_615415,Europe / Denmark
EPI_ISL_615907,Europe / Denmark
EPI_ISL_615917,Europe / Denmark
EPI_ISL_615430,Europe / Denmark
EPI_ISL_615437,Europe / Denmark
EPI_ISL_615421,Europe / Denmark
EPI_ISL_615439,Europe / Denmark
EPI_ISL_615444,Europe / Denmark
EPI_ISL_615442,Europe / Denmark
EPI_ISL_615502,Europe / Denmark
EPI_ISL_615447,Europe / Denmark
EPI_ISL_615445,Europe / Denmark
EPI_ISL_615913,Europe / Denmark
EPI_ISL_615443,Europe / Denmark
EPI_ISL_615515,Europe / Denmark
EPI_ISL_615503,Europe / Denmark
EPI_ISL_615510,Europe / Denmark
EPI_ISL_615507,Europe / Denmark
EPI_ISL_615495,Europe / Denmark
EPI_ISL_616251,Europe / Denmark
EPI_ISL_616272,Europe / Denmark
EPI_ISL_616346,Europe / Denmark
EPI_ISL_1195578,Europe / Spain
EPI_ISL_615501,Europe / Denmark
EPI_ISL_615960,Europe / Denmark
EPI_ISL_615954,Europe / Denmark
EPI_ISL_616209,Europe / Denmark
EPI_ISL_616208,Europe / Denmark
EPI_ISL_550729,Wales
EPI_ISL_616134,Europe / Denmark
EPI_ISL_616212,Europe / Denmark
EPI_ISL_593887,Europe / France
EPI_ISL_615925,Europe / Denmark
EPI_ISL_615949,Europe / Denmark
EPI_ISL_615943,Europe / Denmark
EPI_ISL_540841,Scotland
EPI_ISL_622690,Europe / Denmark
EPI_ISL_615933,Europe / Denmark
EPI_ISL_615937,Europe / Denmark
EPI_ISL_615932,Europe / Denmark
EPI_ISL_615929,Europe / Denmark
EPI_ISL_829376,Europe / Iceland
EPI_ISL_615945,Europe / Denmark
EPI_ISL_615952,Europe / Denmark
EPI_ISL_1120936,Europe / Spain
EPI_ISL_616148,Europe / Denmark
EPI_ISL_540853,Scotland
EPI_ISL_616153,Europe / Denmark
EPI_ISL_616138,Europe / Denmark
EPI_ISL_616317,Europe / Denmark
EPI_ISL_616127,Europe / Denmark
EPI_ISL_616064,Europe / Denmark
EPI_ISL_616328,Europe / Denmark
EPI_ISL_535181,Scotland
EPI_ISL_616028,Europe / Denmark
EPI_ISL_535182,Scotland
EPI_ISL_535180,Scotland
EPI_ISL_616115,Europe / Denmark
EPI_ISL_535172,Scotland
EPI_ISL_616855,Europe / Denmark
EPI_ISL_535159,Scotland
EPI_ISL_535157,Scotland
EPI_ISL_616099,Europe / Denmark
EPI_ISL_616018,Europe / Denmark
EPI_ISL_616016,Europe / Denmark
EPI_ISL_622698,Europe / Denmark
EPI_ISL_616077,Europe / Denmark
EPI_ISL_616263,Europe / Denmark
EPI_ISL_616085,Europe / Denmark
EPI_ISL_615923,Europe / Denmark
EPI_ISL_1195579,Europe / Spain
EPI_ISL_616845,Europe / Denmark
EPI_ISL_616188,Europe / Denmark
EPI_ISL_616008,Europe / Denmark
EPI_ISL_616321,Europe / Denmark
EPI_ISL_616311,Europe / Denmark
EPI_ISL_616194,Europe / Denmark
EPI_ISL_535156,Scotland
EPI_ISL_535160,Scotland
EPI_ISL_616189,Europe / Denmark
EPI_ISL_616174,Europe / Denmark
EPI_ISL_616187,Europe / Denmark
EPI_ISL_616186,Europe / Denmark
EPI_ISL_616203,Europe / Denmark
EPI_ISL_616337,Europe / Denmark
EPI_ISL_3233549,Europe / Spain
EPI_ISL_616312,Europe / Denmark
EPI_ISL_616305,Europe / Denmark
EPI_ISL_616404,Europe / Denmark
EPI_ISL_616352,Europe / Denmark
EPI_ISL_616294,Europe / Denmark
EPI_ISL_616285,Europe / Denmark
EPI_ISL_616267,Europe / Denmark
EPI_ISL_616304,Europe / Denmark
EPI_ISL_616284,Europe / Denmark
EPI_ISL_616268,Europe / Denmark
EPI_ISL_616303,Europe / Denmark
EPI_ISL_622709,Europe / Denmark
EPI_ISL_616362,Europe / Denmark
EPI_ISL_616197,Europe / Denmark
EPI_ISL_616370,Europe / Denmark
EPI_ISL_616255,Europe / Denmark
EPI_ISL_616146,Europe / Denmark
EPI_ISL_616258,Europe / Denmark
EPI_ISL_616358,Europe / Denmark
EPI_ISL_616196,Europe / Denmark
EPI_ISL_616070,Europe / Denmark
EPI_ISL_2017552,Europe / Spain
EPI_ISL_616257,Europe / Denmark
EPI_ISL_615979,Europe / Denmark
EPI_ISL_535169,Scotland
EPI_ISL_535575,Europe / Spain
EPI_ISL_616217,Europe / Denmark
EPI_ISL_616000,Europe / Denmark
EPI_ISL_622716,Europe / Denmark
EPI_ISL_616079,Europe / Denmark
EPI_ISL_622722,Europe / Denmark
EPI_ISL_622695,Europe / Denmark
EPI_ISL_616023,Europe / Denmark
EPI_ISL_615930,Europe / Denmark
EPI_ISL_616078,Europe / Denmark
EPI_ISL_1195576,Europe / Spain
EPI_ISL_1195575,Europe / Spain
EPI_ISL_615931,Europe / Denmark
EPI_ISL_1195563,Europe / Spain
EPI_ISL_1195565,Europe / Spain
EPI_ISL_616090,Europe / Denmark
EPI_ISL_616094,Europe / Denmark
EPI_ISL_1195562,Europe / Spain
EPI_ISL_616022,Europe / Denmark
EPI_ISL_1195583,Europe / Spain
EPI_ISL_1195585,Europe / Spain
EPI_ISL_1195586,Europe / Spain
EPI_ISL_616853,Europe / Denmark
EPI_ISL_1195582,Europe / Spain
EPI_ISL_1195584,Europe / Spain
EPI_ISL_1195581,Europe / Spain
EPI_ISL_616843,Europe / Denmark
EPI_ISL_616024,Europe / Denmark
EPI_ISL_615984,Europe / Denmark
EPI_ISL_615989,Europe / Denmark
EPI_ISL_1195566,Europe / Spain
EPI_ISL_616180,Europe / Denmark
EPI_ISL_622717,Europe / Denmark
EPI_ISL_616027,Europe / Denmark
EPI_ISL_616084,Europe / Denmark
EPI_ISL_1120934,Europe / Spain
EPI_ISL_1120935,Europe / Spain
EPI_ISL_622702,Europe / Denmark
EPI_ISL_622705,Europe / Denmark
EPI_ISL_1120930,Europe / Spain
EPI_ISL_622706,Europe / Denmark
EPI_ISL_622707,Europe / Denmark
EPI_ISL_622723,Europe / Denmark
EPI_ISL_615986,Europe / Denmark
EPI_ISL_622725,Europe / Denmark
EPI_ISL_616382,Europe / Denmark
EPI_ISL_616097,Europe / Denmark
EPI_ISL_616093,Europe / Denmark
EPI_ISL_622715,Europe / Denmark
EPI_ISL_622714,Europe / Denmark
EPI_ISL_616095,Europe / Denmark
EPI_ISL_1120929,Europe / Spain
EPI_ISL_551021,Wales
EPI_ISL_550978,Wales
EPI_ISL_1014708,Europe / Spain
EPI_ISL_2659940,Europe / France
EPI_ISL_2285150,Europe / Spain
EPI_ISL_550850,Wales
EPI_ISL_582054,Europe / Spain
EPI_ISL_560081,Wales
EPI_ISL_568382,Scotland
EPI_ISL_593922,Europe / France
EPI_ISL_2790879,Europe / France
EPI_ISL_2790877,Europe / France
EPI_ISL_671558,North America / Canada
EPI_ISL_541418,Europe / Switzerland
EPI_ISL_568370,Scotland
EPI_ISL_541471,Europe / Switzerland
EPI_ISL_568378,Scotland
EPI_ISL_568381,Scotland
EPI_ISL_568383,Scotland
EPI_ISL_568374,Scotland
EPI_ISL_568375,Scotland
EPI_ISL_568376,Scotland
EPI_ISL_560082,Wales
EPI_ISL_541401,Europe / Switzerland
EPI_ISL_568377,Scotland
EPI_ISL_540787,Scotland
EPI_ISL_577369,Scotland
EPI_ISL_573772,Scotland
EPI_ISL_541470,Europe / Switzerland
EPI_ISL_540786,Scotland
EPI_ISL_573800,Scotland
EPI_ISL_550981,Wales
EPI_ISL_2790887,Europe / France
EPI_ISL_541419,Europe / Switzerland
EPI_ISL_3233550,Europe / Spain
EPI_ISL_7671900,Europe / Italy
EPI_ISL_7671764,Europe / Italy
EPI_ISL_1120928,Europe / Spain
EPI_ISL_691729,Europe / Spain
EPI_ISL_831122,Europe / Spain
EPI_ISL_1179778,Europe / Spain
EPI_ISL_831091,Europe / Spain
EPI_ISL_1179772,Europe / Spain
EPI_ISL_960041,Europe / Germany
EPI_ISL_960040,Europe / Germany
EPI_ISL_2659933,Europe / France
EPI_ISL_2659929,Europe / France
EPI_ISL_626242,Europe / Belgium
EPI_ISL_577360,Scotland
EPI_ISL_2644275,Europe / Slovenia
EPI_ISL_1014706,Europe / Spain
EPI_ISL_1014707,Europe / Spain
EPI_ISL_632521,Europe / Netherlands
EPI_ISL_632524,Europe / Netherlands
EPI_ISL_788968,Europe / Italy
EPI_ISL_550825,Wales
EPI_ISL_1195558,Europe / Spain
EPI_ISL_3233551,Europe / Spain
EPI_ISL_3233552,Europe / Spain
EPI_ISL_569198,Europe / France
EPI_ISL_9145942,Europe / Italy
EPI_ISL_3054999,Europe / France
EPI_ISL_560005,Scotland
EPI_ISL_560007,Scotland
EPI_ISL_569222,Europe / France
EPI_ISL_560009,Scotland
EPI_ISL_1014709,Europe / Spain
EPI_ISL_541466,Europe / Switzerland
EPI_ISL_541467,Europe / Switzerland
EPI_ISL_1120921,Europe / Spain
EPI_ISL_535217,Wales
EPI_ISL_560008,Scotland
EPI_ISL_2659963,Europe / France
EPI_ISL_639826,Republic of Ireland
EPI_ISL_638900,Scotland
EPI_ISL_569199,Europe / France
EPI_ISL_540789,Scotland
EPI_ISL_577359,Scotland
EPI_ISL_2549156,Europe / Spain
EPI_ISL_831119,Europe / Spain
EPI_ISL_2790886,Europe / France
EPI_ISL_1120919,Europe / Spain
EPI_ISL_541408,Europe / Switzerland
EPI_ISL_2017524,Europe / Spain
EPI_ISL_632526,Europe / Netherlands
EPI_ISL_582056,Europe / Spain
EPI_ISL_9145943,Europe / Italy
EPI_ISL_577373,Scotland
EPI_ISL_577361,Scotland
EPI_ISL_9145944,Europe / Italy
EPI_ISL_632529,Europe / Netherlands
EPI_ISL_590585,Wales
EPI_ISL_831107,Europe / Spain
EPI_ISL_2549159,Europe / Spain
EPI_ISL_593888,Europe / France
EPI_ISL_1120923,Europe / Spain
EPI_ISL_632527,Europe / Netherlands
EPI_ISL_826817,Europe / Iceland
EPI_ISL_2659967,Europe / France
EPI_ISL_1120926,Europe / Spain
EPI_ISL_2549157,Europe / Spain
EPI_ISL_582055,Europe / Spain
EPI_ISL_1120924,Europe / Spain
EPI_ISL_585212,Northern Ireland
EPI_ISL_1120925,Europe / Spain
EPI_ISL_632533,Europe / Netherlands
EPI_ISL_577370,Scotland
EPI_ISL_2549158,Europe / Spain
EPI_ISL_1120927,Europe / Spain
EPI_ISL_1120920,Europe / Spain
EPI_ISL_550257,Wales
EPI_ISL_541511,Europe / Switzerland
EPI_ISL_2659965,Europe / France
EPI_ISL_541517,Europe / Switzerland
EPI_ISL_2549152,Europe / Spain
EPI_ISL_550071,Wales
EPI_ISL_541407,Europe / Switzerland
EPI_ISL_541516,Europe / Switzerland
EPI_ISL_541404,Europe / Switzerland
EPI_ISL_550187,Wales
EPI_ISL_541403,Europe / Switzerland
